"imageID","category.Cat1.213","category.Cat10.213","category.Cat11.213","category.Cat12.213","category.Cat13.213","category.Cat14.213","category.Cat2.213","category.Cat3.213","category.Cat4.213","category.Cat5.213","category.Cat6.213","category.Cat7.213","category.Cat8.213","category.Cat9.213","max"
3,0.029772595117658,0.109741405794406,0.0843079894972226,0.0199436190061502,0.0739398342367354,0.0299569771564677,0.0690340484209667,0.0458591176589296,0.074077792409713,0.0716566183792507,0.0544757490175356,0.218963443593123,0.0958781581774737,0.022392651534368,0.218963443593123
4,0.111632425244148,0.132509539948441,0.131899434973308,0.0128503706581872,0.0391147605173835,0.0285993412670211,0.0193654264088179,0.0602704617015488,0.0561970240827723,0.0699284913849055,0.0840642485881016,0.145775165092714,0.0903070010926111,0.0174863090400392,0.145775165092714
5,0.0218766526516031,0.0116155166432729,0.0108338905425293,0.0396951564981593,0.169057051638147,0.193758349192985,0.215655502261329,0.0758924694679956,0.0111311008256214,0.0265190751316431,0.0707241776871124,0.0108013009342976,0.016698520493546,0.125741236031759,0.215655502261329
7,0.0938479232143744,0.0872876677102356,0.0412688162890721,0.0249180793434247,0.251809704155573,0.0634431310331531,0.0400461873059534,0.117980510373106,0.0162079944075962,0.0626895713112924,0.0461692431786223,0.064441400192272,0.0719833662628391,0.0179064052224864,0.251809704155573
13,0.0278600501677096,0.0113093752151755,0.00964843462830818,0.0287837425980596,0.0324924407735957,0.131755642730185,0.370353729580729,0.131589326922464,0.00973069082026302,0.0546526443213449,0.0635787669036691,0.010696830124189,0.0276357450431661,0.0899125801711412,0.370353729580729
14,0.0584242484207894,0.0172022105440531,0.0172284233459446,0.0436993030638234,0.0764707484942604,0.153120901856024,0.109638044637664,0.0472632708329167,0.0177047352215217,0.0874582216705603,0.0211593430101896,0.01921946157725,0.0286229144195446,0.302788172905458,0.302788172905458
16,0.0929563096288669,0.017415103951159,0.0164399497428848,0.140240127441969,0.0909502732085968,0.0852456176957876,0.0851576572586724,0.0494995900353406,0.0746974730072762,0.12749569111697,0.0502280694677539,0.0166580179056054,0.0469528242411742,0.106063295297943,0.140240127441969
22,0.532456972354569,0.0171994504244689,0.0316843493926796,0.0128877229834715,0.0333585589265056,0.0244947977285457,0.014598168643461,0.136988387520027,0.0213691462410553,0.110004597993831,0.0198451974344691,0.0112278546360731,0.0224385660753165,0.0114462296455274,0.532456972354569
23,0.0614276668717631,0.0196843841364652,0.019671197886067,0.0337002839677827,0.0462854997988589,0.254808730596918,0.141354095238758,0.121535187048581,0.0195685785985263,0.0684180894078333,0.0277940310443302,0.0214911034895955,0.0579258633081054,0.106335288606416,0.254808730596918
26,0.0974923016067241,0.0314840305390061,0.0434624125521602,0.0139257254251819,0.177257231530596,0.025159619082608,0.0218216587419403,0.142683352017991,0.0425103238736239,0.0734845710469645,0.0428323156971161,0.014496732115312,0.260051672024013,0.0133380537467628,0.260051672024013
35,0.0133387152435897,0.0053000886611721,0.00404311249496222,0.625623222123672,0.0340501793964516,0.111578017636099,0.0353817147176532,0.0483666367316245,0.00410164849858452,0.0239233919482669,0.0377446887151346,0.00450090871687142,0.0117403070132635,0.0403073681026542,0.625623222123672
36,0.0816967872114975,0.0372093796884221,0.0122703405792249,0.0485546935783954,0.12978509103737,0.0257306121517277,0.142792445638047,0.134644447293526,0.0622241640927245,0.100930088654367,0.0303854550183474,0.02594578020929,0.15218430729755,0.0156464075495114,0.15218430729755
43,0.0352083376094154,0.0164092787630945,0.0169516336965141,0.125491651204242,0.0143449633628166,0.0930936128269343,0.0561008323076163,0.0780951607918962,0.0159786113783685,0.0207020232182002,0.206115499689482,0.0547068051859394,0.0311396161771331,0.235661973788348,0.235661973788348
