"imageID","category.Cat1.280","category.Cat10.280","category.Cat11.280","category.Cat12.280","category.Cat13.280","category.Cat14.280","category.Cat2.280","category.Cat3.280","category.Cat4.280","category.Cat5.280","category.Cat6.280","category.Cat7.280","category.Cat8.280","category.Cat9.280","max"
3,0.0381473417732152,0.0437340449731021,0.169128073380585,0.0079325374391253,0.0293434554309953,0.0111033265103024,0.0555497205905669,0.0178291196407116,0.0349328896677092,0.0176574304943135,0.0590034416899328,0.434477782872625,0.0735145376961489,0.007646297840667,0.434477782872625
4,0.0484158436971348,0.138718204487814,0.179623694465588,0.00729459477395522,0.0326683554308853,0.0112796857133691,0.0554384472043524,0.0156214725026514,0.0335190270101342,0.0301050740199816,0.047214095901747,0.309934256151061,0.0821626276986781,0.00800462094264832,0.309934256151061
5,0.02678349619042,0.00711888496122177,0.00696039032914659,0.0826335402220029,0.0517587440210251,0.257969467971179,0.199757669731445,0.050482158011661,0.0123092377625508,0.0210244485209192,0.172831059448991,0.010539100194815,0.0139290985187811,0.0859027041158419,0.257969467971179
7,0.0360591259976599,0.00782397218670468,0.0516708979977963,0.00949589446447858,0.639931998497046,0.0127171142198081,0.126840301275657,0.0325905538064037,0.00444857617860415,0.0298509263820663,0.0226697218623924,0.0133206549291805,0.00851470350917139,0.0040655586930313,0.639931998497046
13,0.0363692755028413,0.00551583724533697,0.0053907743986257,0.0748031461304626,0.0324043691752832,0.17472377111145,0.244009261734476,0.0656494535769526,0.021617419374422,0.0991359464936764,0.0962796364121369,0.0525226413487233,0.0141035256563794,0.0774749418392332,0.244009261734476
14,0.0730583632505293,0.0116350762895578,0.0162756443393496,0.159405147576456,0.0311036609928992,0.0642006146369235,0.191981311658763,0.0316959050410713,0.0126175337823378,0.237441116819212,0.0533924654063589,0.0125287266643767,0.0254527486963881,0.0792116848457761,0.237441116819212
16,0.0235026579011818,0.011852278263982,0.0107373456644856,0.171755113652567,0.0185994307816394,0.0436599984542483,0.127069356770422,0.0993869702556671,0.00824595386415365,0.0238016190019852,0.14980827801107,0.00668531944400561,0.0206439192359414,0.28425175869865,0.28425175869865
22,0.447741316596164,0.0211084349949191,0.0223842610755781,0.0136548604389904,0.0489438903475201,0.0129749904914081,0.104042543206498,0.0242367100334207,0.0316577880213174,0.0489656200036351,0.0226478253850936,0.0360143027087424,0.151287405704538,0.014340050992176,0.447741316596164
23,0.0262312693637717,0.0227865817212733,0.0136146746800186,0.0716765302188798,0.151932766373816,0.306829981214993,0.050239979225416,0.0425476582018188,0.00882559935869198,0.112428625107403,0.0483200133780803,0.00907806005966401,0.0367135324513226,0.0987747286448505,0.306829981214993
26,0.031349787499219,0.0241792272317349,0.046476434743165,0.0107951961731854,0.0374363371634147,0.00968655882679941,0.0271442258534909,0.235792955710814,0.0323165323443281,0.0161196603205662,0.269507885341922,0.025541998758864,0.229009259648358,0.0046439403841375,0.269507885341922
35,0.00540183855425626,0.00234305333464621,0.00170850535504122,0.478496788443978,0.0446882478837711,0.0416845060394918,0.01121946200003,0.059313758376799,0.00253494063855339,0.0194893393616028,0.236607209093026,0.00227746845303194,0.0108154389414029,0.0834194435243686,0.478496788443978
36,0.106518511675546,0.00889326579167796,0.00888252931774306,0.0159873702644864,0.0574592437100215,0.126495485551742,0.117989994469642,0.409566685924026,0.0150578098491827,0.0261011005749942,0.0628594175153888,0.00643687255567416,0.031819952553674,0.00593176024620036,0.409566685924026
43,0.0210948059916853,0.0287781309332302,0.0117413561343212,0.0619816231881462,0.0147104526965128,0.0311980290020955,0.239560645586253,0.0900923820416664,0.018798511987611,0.0213737295053574,0.136160120843627,0.0546834421894908,0.0241318522897356,0.245694917610267,0.245694917610267
52,0.0131713203781213,0.00357097680179894,0.00359811974622434,0.23575752296643,0.0956420774113462,0.279110092977482,0.0233299667155838,0.0491615503796166,0.00464612842930182,0.0941833179042672,0.15041669783087,0.0058511326023007,0.00979462912886214,0.0317664667277948,0.279110092977482
55,0.182788585057016,0.0178895552028248,0.00630678266229184,0.0821876670844564,0.093877240855631,0.0675693933647074,0.0294242515324908,0.212696881177673,0.0694606097272265,0.0427657105653096,0.138807418263947,0.00347410100786298,0.0412878261168179,0.0114639773817447,0.212696881177673
57,0.0706150587917453,0.0318403758712524,0.0182087452850723,0.16730945603708,0.0319217617825422,0.0629821000100561,0.0789999436604723,0.128190052861733,0.164089109728758,0.0437250544043773,0.0857046905515978,0.0161535537601946,0.0672088890052199,0.0330512082498976,0.16730945603708
59,0.176818646809694,0.00792103264830293,0.00723207058131088,0.0436585697273486,0.0135790079371428,0.161366761271769,0.0293537700580403,0.0408142735504371,0.066419005979943,0.271681678323442,0.0166761997723136,0.0443311430240529,0.0769604046944341,0.0431874356217693,0.271681678323442
63,0.0237081332240713,0.00347526952704533,0.00329290744567393,0.698366215946802,0.00903453966611525,0.043550727533276,0.019307935439691,0.016132885696294,0.00415958325813558,0.120573892771429,0.0186024495812844,0.00633744768695336,0.0160576676190557,0.0174003446041734,0.698366215946802
65,0.0346272475628793,0.00497332530873194,0.00269613400757779,0.358087853857229,0.00501148116058723,0.0126475175266231,0.00830887873286661,0.233041865122167,0.0434856932835141,0.234974593109244,0.0167385573299773,0.0181499602136202,0.0223721902932925,0.00488470249168983,0.358087853857229
68,0.010484541349324,0.00531032732347192,0.00321912219062142,0.55276169332706,0.0124618453376307,0.0445609927628917,0.022720414613638,0.037861644868405,0.0059482994277438,0.0314404233584354,0.069353341833081,0.00435782111581679,0.0226493323800299,0.176870200111851,0.55276169332706
69,0.0734143964481809,0.0147077069985366,0.0135065374545162,0.0361139105666813,0.100455243713458,0.123868430757961,0.0813923704736806,0.0342506451639458,0.0103732910732886,0.387335550817716,0.0165818765390318,0.00883348525426245,0.0494160398759619,0.0497505148627794,0.387335550817716
80,0.106389213590368,0.0144962547782868,0.0125739160817148,0.0154161472915693,0.208669037991715,0.0607486454180529,0.24526484395185,0.0619224609910119,0.0187375415097964,0.1087710221602,0.0921644780544059,0.00749426023747448,0.0385727283513179,0.00877944959223667,0.24526484395185
82,0.0321715970429861,0.0159778692863364,0.00942271429920092,0.0596524694293102,0.2913066034149,0.210204220999445,0.0366569762709496,0.0915884080909359,0.00821592908242696,0.109933365109051,0.0680676679174512,0.00714614959409649,0.0252286452384954,0.0344273842244149,0.2913066034149
92,0.220907839102907,0.0230682306275091,0.119817294820645,0.0122386390642304,0.0979569979977015,0.0186501291619388,0.062974243828049,0.0375949197632557,0.0161147445796068,0.036818029765606,0.135352524298005,0.043890745789056,0.16439782002778,0.0102178411737104,0.220907839102907
95,0.0252105299786246,0.0627215130616141,0.11595068252271,0.00582258027373372,0.038417921856979,0.00987961415847359,0.0799255293425255,0.0224926670029749,0.0516299448188395,0.0156398579410085,0.0213742687009421,0.0876936908224706,0.458222918028078,0.00501828149102623,0.458222918028078
98,0.0157798312717469,0.0026221918444119,0.00191157710331631,0.628843697780154,0.00787963337335381,0.0675906979242431,0.0182893163275913,0.0446220321600673,0.00705078240784319,0.0190684741915357,0.0507252998649218,0.00258170476433708,0.0381955601440837,0.0948392008423943,0.628843697780154
99,0.0171702414679351,0.0044081355986318,0.00322169496315636,0.53712268775123,0.0111058035163015,0.109323482451724,0.0232130372025733,0.0672834522748864,0.0110754310559891,0.0338011862961883,0.0587237029859002,0.00405215773638958,0.0501348540287041,0.0693641326703907,0.53712268775123
100,0.0365939692723339,0.0052890245391926,0.00366319122233278,0.211677064046502,0.0432996576383557,0.00995958701693129,0.0248644229403697,0.553581792332915,0.014693180718498,0.00980585547667639,0.0663281835800912,0.002823493243938,0.0132095199205441,0.00421105805131979,0.553581792332915
106,0.04890292743326,0.0052790489426865,0.00290462714436323,0.60095555693028,0.00762197937071499,0.0576236219356155,0.00822544442088781,0.0839836423730224,0.0331712873274707,0.00959164969089124,0.0994366837121301,0.0024023985835162,0.0187748373822123,0.0211262947529493,0.60095555693028
107,0.0890683191467005,0.0159091595827255,0.00823890089658661,0.191541914883635,0.0176469749984324,0.103971728113643,0.021351584349813,0.139678111593035,0.0874333869545721,0.0180656316367402,0.21012455822976,0.0066600403753994,0.0417564595987606,0.0485532296401955,0.21012455822976
113,0.283626158468487,0.0102009057293755,0.00905298931152346,0.0751996956454644,0.0193259190529223,0.0687296627682175,0.021306749249727,0.0691211137136508,0.0359871639936277,0.196933940666892,0.106847597539215,0.0432287592989214,0.0484870540658413,0.0119522904961341,0.283626158468487
